z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty
82,107,189Pb,0.04,51,s,2,A,0.4,
82,108,190Pb,0,71,s,1,EC+B+,99.6,0.04
82,108,190Pb,0,71,s,1,A,0.4,0.04
82,101,183Pb,0,535,ms,30,A,100,
82,101,183Pb,0.093,415,ms,20,A,100,
82,101,183Pb,0.093,415,ms,20,IT,,
82,102,184Pb,0,490,ms,25,A,80,15
82,102,184Pb,0,490,ms,25,EC+B+,20,15
82,103,185Pb,0,6.3,s,0.4,A,34,25
82,103,185Pb,0,6.3,s,0.4,EC+B+,66,25
82,103,185Pb,0+X,4.3,s,0.2,A,50,25
82,103,185Pb,0+X,4.3,s,0.2,EC+B+,50,25
82,104,186Pb,0,4.82,s,0.03,A,40,8
82,104,186Pb,0,4.82,s,0.03,EC+B+,60,8
82,109,191Pb,0,1.33,m,0.08,EC+B+,99.949,0.005
82,109,191Pb,0,1.33,m,0.08,A,0.051,0.005
82,109,191Pb,0.055,2.18,m,0.08,EC+B+,100,
82,110,192Pb,0,3.5,m,0.1,EC+B+,99.9941,0.0007
82,110,192Pb,0,3.5,m,0.1,A,0.0059,0.0007
82,111,193Pb,0,,,,EC+B+,,
82,111,193Pb,0.095,5.8,m,0.2,EC+B+,100,
82,100,182Pb,0,55,ms,5,A,100,
82,138,220Pb,0,,,,B-,100,
82,134,216Pb,0,99.4,s,11.7,B-,100,
82,135,217Pb,0,19.9,s,5.3,B-,100,
82,136,218Pb,0,15,s,7,B-,100,
82,137,219Pb,0,,,,B-,100,
82,127,209Pb,0,3.235,h,0.005,B-,100,
82,128,210Pb,0,22.2,y,0.17,B-,100,
82,128,210Pb,0,22.2,y,0.17,A,0.0000019,4e-7
82,129,211Pb,0,36.165,m,+0.001-0.001,B-,100,
82,123,205Pb,0,1.70e+07,y,9.00e+05,EC,100,
82,125,207Pb,1.633356,0.806,s,0.005,IT,100,
82,130,212Pb,0,10.628,h,0.006,B-,100,
82,131,213Pb,0,10.2,m,0.3,B-,100,
82,132,214Pb,0,27.06,m,0.07,B-,100,
82,133,215Pb,0,142,s,12,B-,100,
83,120,203Bi,0,11.76,h,0.05,EC+B+,100,
83,120,203Bi,1.0982100000000001,305,ms,5,IT,100,
83,121,204Bi,0,11.28,h,0.09,EC+B+,100,
83,113,196Bi,0,5.13,m,0.2,EC+B+,99.99885,0.00034
83,113,196Bi,0,5.13,m,0.2,A,0.00115,0.00034
83,113,196Bi,0.169,0.6,s,0.5,EC+B+,,
83,113,196Bi,0.169,0.6,s,0.5,IT,,
83,113,196Bi,0.271,4,m,0.05,EC+B+,74.2,2.5
83,113,196Bi,0.271,4,m,0.05,IT,25.8,2.5
83,113,196Bi,0.271,4,m,0.05,A,0.00034,0.00007
83,114,197Bi,0,9.33,m,0.5,EC+B+,100,
83,114,197Bi,0,9.33,m,0.5,A,,
83,114,197Bi,0.53,5.04,m,0.53,A,55,40
83,114,197Bi,0.53,5.04,m,0.53,EC+B+,45,40
83,114,197Bi,0.53,5.04,m,0.53,IT,,
83,111,194Bi,0,100,s,3,EC+B+,99.54,0.25
83,111,194Bi,0,100,s,3,A,0.46,0.25
83,111,194Bi,0.145,125,s,2,EC+B+,100,
83,111,194Bi,0.161,116,s,3,EC+B+,99.8,0.07
83,111,194Bi,0.161,116,s,3,A,0.2,0.07
83,112,195Bi,0,183,s,4,EC+B+,99.97,0.02
83,112,195Bi,0,183,s,4,A,0.03,0.02
83,112,195Bi,0.401,87,s,1,EC+B+,67,17
83,112,195Bi,0.401,87,s,1,A,33,17
83,117,200Bi,0,36.4,m,0.5,EC+B+,100,
83,117,200Bi,0.1,31,m,2,EC+B+,100,
83,117,200Bi,0.1,31,m,2,IT,,
83,117,200Bi,0.4282,0.4,s,0.05,IT,100,
83,118,201Bi,0,111,m,4,EC+B+,100,
83,118,201Bi,0.84635,58.5,m,1.4,IT,8.6,
83,118,201Bi,0.84635,58.5,m,1.4,EC+B+,91.4,
83,118,201Bi,0.84635,58.5,m,1.4,A,,
83,115,198Bi,0,10.3,m,0.3,EC+B+,100,
83,115,198Bi,0.28,11.6,m,0.3,EC+B+,100,
83,115,198Bi,0.53,7.7,s,0.5,IT,100,
83,116,199Bi,0,27,m,1,EC+B+,100,
83,116,199Bi,0.667,24.7,m,0.15,EC+B+,98,
83,116,199Bi,0.667,24.7,m,0.15,IT,2,
83,116,199Bi,0.667,24.7,m,0.15,A,0.01,
83,119,202Bi,0,1.71,h,0.04,EC+B+,100,
83,110,193Bi,0,63,s,2.4,EC+B+,96.5,1.5
83,110,193Bi,0,63,s,2.4,A,3.5,1.5
83,110,193Bi,0.305,3.2,s,0.2,A,90,
83,110,193Bi,0.305,3.2,s,0.2,EC+B+,10,
83,102,185Bi,0,2.8,us,+2.3-1.0,P,92,2
83,102,185Bi,0,2.8,us,+2.3-1.0,A,8,2
83,103,186Bi,0,14.8,ms,0.8,A,100,
83,103,186Bi,0,14.8,ms,0.8,ECSF,0.02,
83,103,186Bi,0,14.8,ms,0.8,EC+B+,,
83,101,184Bi,0+X,13,ms,2,A,100,
83,106,189Bi,0,685,ms,7,A,100,
83,107,190Bi,0,6.3,s,0.1,A,90,
83,107,190Bi,0,6.3,s,0.1,EC+B+,10,
83,107,190Bi,0,6.3,s,0.1,ECSF,0.000023,
83,107,190Bi,0.191,6.2,s,0.1,A,70,9
83,107,190Bi,0.191,6.2,s,0.1,EC+B+,30,9
83,107,190Bi,0.191,6.2,s,0.1,ECSF,0.000013,
83,104,187Bi,0,37,ms,2,A,100,
83,105,188Bi,0,60,ms,3,A,100,
83,105,188Bi,0,60,ms,3,ECSF,0.14,0.07
83,105,188Bi,0+X,265,ms,15,A,100,
83,105,188Bi,0+X,265,ms,15,ECSF,0.46,0.09
83,108,191Bi,0,12.4,s,0.3,A,51,10
83,108,191Bi,0,12.4,s,0.3,EC+B+,49,10
83,108,191Bi,0.24,126,ms,7,A,68,5
83,108,191Bi,0.24,126,ms,7,IT,32,5
83,108,191Bi,0.24,126,ms,7,EC+B+,,
83,109,192Bi,0,34.6,s,0.9,EC+B+,88,5
83,109,192Bi,0,34.6,s,0.9,A,12,5
83,109,192Bi,0.147,39.8,s,0.4,EC+B+,90,3
83,109,192Bi,0.147,39.8,s,0.4,A,10,3
83,140,223Bi,0,,,,B-,100,
83,140,223Bi,0,,,,B-N,,
83,141,224Bi,0,,,,B-,100,
83,141,224Bi,0,,,,B-N,,
83,135,218Bi,0,33,s,1,B-,100,
83,136,219Bi,0,8.7,s,2.9,B-,100,
83,133,216Bi,0,2.25,m,0.05,B-,100,
83,133,216Bi,0.024,6.6,m,2.1,B-,100,
83,134,217Bi,0,98.5,s,1.3,B-,100,
83,139,222Bi,0,,,,B-,100,
83,139,222Bi,0,,,,B-N,,
83,137,220Bi,0,9.5,s,5.7,B-,100,
83,138,221Bi,0,,,,B-,100,
83,138,221Bi,0,,,,B-N,,
83,131,214Bi,0,19.71,m,0.02,B-,99.979,0.0013
83,131,214Bi,0,19.71,m,0.02,A,0.021,0.0013
83,131,214Bi,0.1,9.39,m,0.1,B-,100,
83,131,214Bi,0.1,9.39,m,0.1,IT,,
83,132,215Bi,0,7.6,m,0.2,B-,100,
83,132,215Bi,1.3900000000000001,36.9,s,0.4,B-,23.1,0.5
83,132,215Bi,1.3900000000000001,36.9,s,0.4,IT,76.9,0.5
83,130,213Bi,0,45.607,m,0.038,B-,97.872,0.022
83,130,213Bi,0,45.607,m,0.038,A,2.128,0.022
83,124,207Bi,0,31.22,y,0.17,EC+B+,100,
83,125,208Bi,0,3.68e+05,y,4.00e+03,EC+B+,100,
83,122,205Bi,0,14.91,d,0.07,EC+B+,100,
83,123,206Bi,0,6.243,d,0.003,EC+B+,100,
83,128,211Bi,0,2.14,m,0.03,A,99.724,0.004
83,128,211Bi,0,2.14,m,0.03,B-,0.276,0.004
83,129,212Bi,0,60.551,m,0.059,A,35.94,0.06
83,129,212Bi,0,60.551,m,0.059,B-,64.06,0.06
83,129,212Bi,0.23900000000000002,25.1,m,0.4,A,67,1
83,129,212Bi,0.23900000000000002,25.1,m,0.4,B-,33,1
83,129,212Bi,0.23900000000000002,25.1,m,0.4,B-A,30,1
83,129,212Bi,1.478,7.2,m,0.4,B-,25,
83,129,212Bi,1.478,7.2,m,0.4,IT,75,
83,126,209Bi,0,2.01e+19,y,8.00e+17,A,100,
83,127,210Bi,0,5.012,d,0.005,B-,99.999868,0.00001
83,127,210Bi,0,5.012,d,0.005,A,0.000132,0.00001
83,127,210Bi,0.27131,3.14e+06,y,1.46e+05,A,100,
84,121,205Po,0,1.79,h,0.11,EC+B+,99.96,0.01
84,121,205Po,0,1.79,h,0.11,A,0.04,0.01
84,122,206Po,0,8.8,d,0.1,EC+B+,94.55,0.05
84,122,206Po,0,8.8,d,0.1,A,5.45,0.05
84,123,207Po,0,5.8,h,0.02,EC+B+,99.979,0.002
84,123,207Po,0,5.8,h,0.02,A,0.021,0.002
84,123,207Po,1.3831600000000002,2.79,s,0.08,IT,100,
84,124,208Po,0,2.898,y,0.002,A,99.996,0.0004
84,124,208Po,0,2.898,y,0.002,EC+B+,0.004,0.0004
84,125,209Po,0,124,y,2.9,A,99.545,0.007
84,125,209Po,0,124,y,2.9,EC+B+,0.455,0.007
84,126,210Po,0,138.378,d,0.004,A,100,
84,127,211Po,0,0.516,s,0.003,A,100,
84,127,211Po,1.462,25.3,s,0.4,A,99.984,0.004
84,127,211Po,1.462,25.3,s,0.4,IT,0.016,0.004
84,128,212Po,0,295,ns,0.4,A,100,
84,128,212Po,2.93,45.1,s,0.6,A,99.93,0.02
84,128,212Po,2.93,45.1,s,0.6,IT,0.07,0.02
84,129,213Po,0,3.706,us,0.001,A,100,
84,130,214Po,0,163.48,us,0.04,A,100,
84,131,215Po,0,1.781,ms,0.003,A,99.99977,0.00002
84,131,215Po,0,1.781,ms,0.003,B-,0.00023,0.00002
84,132,216Po,0,144,ms,0.6,A,100,
84,133,217Po,0,1.53,s,0.05,A,97.5,2.5
84,133,217Po,0,1.53,s,0.05,B-,2.5,2.5
84,134,218Po,0,3.097,m,0.01,A,99.978,0.003
84,134,218Po,0,3.097,m,0.01,B-,0.022,0.003
84,135,219Po,0,10.33,m,0.98,B-,71.8,2
84,135,219Po,0,10.33,m,0.98,A,28.2,2
84,136,220Po,0,,,,B-,100,
84,137,221Po,0,1.87,m,+0.97-0.47,B-,100,
84,138,222Po,0,2.42,m,+11.57-1.1,B-,100,
84,139,223Po,0,,,,B-,100,
84,140,224Po,0,,,,B-,100,
84,141,225Po,0,,,,B-,100,
84,142,226Po,0,,,,B-,100,
84,143,227Po,0,,,,B-,100,
84,102,186Po,0,28,us,+16-6,A,100,
84,103,187Po,0,1.4,ms,0.25,A,100,
84,104,188Po,0,270,us,30,A,100,
84,105,189Po,0,3.5,ms,0.5,A,100,
84,106,190Po,0,2.45,ms,0.05,A,100,
84,107,191Po,0,22,ms,1,A,100,
84,107,191Po,0,22,ms,1,EC+B+,,
84,108,192Po,0,32.2,ms,0.3,A,100,
84,109,193Po,0,407,ms,31,A,100,
84,109,193Po,0.095,246,ms,11,A,100,
84,110,194Po,0,392,ms,4,A,93,7
84,110,194Po,0,392,ms,4,EC+B+,7,7
84,111,195Po,0,4.64,s,0.09,A,94,4
84,111,195Po,0,4.64,s,0.09,EC+B+,6,4
84,111,195Po,0.15,1.92,s,0.02,A,100,
84,112,196Po,0,5.63,s,0.07,A,94,5
84,112,196Po,0,5.63,s,0.07,EC+B+,6,5
84,113,197Po,0,54,s,1,A,44,7
84,113,197Po,0,54,s,1,EC+B+,56,7
84,113,197Po,0.199,25.8,s,0.2,A,84,9
84,113,197Po,0.199,25.8,s,0.2,EC+B+,16,9
84,113,197Po,0.199,25.8,s,0.2,IT,,
84,114,198Po,0,1.76,m,0.02,A,57,2
84,114,198Po,0,1.76,m,0.02,EC+B+,43,2
84,115,199Po,0,5.5,m,0.2,EC+B+,92.5,0.3
84,115,199Po,0,5.5,m,0.2,A,7.5,0.3
84,115,199Po,0.31,4.17,m,0.04,A,24,1
84,115,199Po,0.31,4.17,m,0.04,EC+B+,73.5,1
84,115,199Po,0.31,4.17,m,0.04,IT,2.5,1
84,116,200Po,0,11.5,m,0.1,EC+B+,88.7,0.4
84,116,200Po,0,11.5,m,0.1,A,11.3,0.4
84,117,201Po,0,15.5,m,0.2,EC+B+,98.87,0.04
84,117,201Po,0,15.5,m,0.2,A,1.13,0.04
84,117,201Po,0.44210000000000005,9,m,0.1,EC+B+,41.4,0.7
84,117,201Po,0.44210000000000005,9,m,0.1,IT,56.2,1.2
84,117,201Po,0.44210000000000005,9,m,0.1,A,2.4,0.5
84,118,202Po,0,44.6,m,0.4,EC+B+,98.08,0.07
84,118,202Po,0,44.6,m,0.4,A,1.92,0.07
84,119,203Po,0,36.7,m,0.5,EC+B+,99.89,0.02
84,119,203Po,0,36.7,m,0.5,A,0.11,0.02
84,119,203Po,0.64164,45,s,2,IT,100,
84,120,204Po,0,3.518,h,0.013,EC+B+,99.327,0.027
84,120,204Po,0,3.518,h,0.013,A,0.673,0.027
85,108,193At,0,28,ms,+5-4,A,100,
85,109,194At,0+X,286,ms,7,A,100,
85,109,194At,0+X,286,ms,7,ECSF,0.8,
85,109,194At,0+X,286,ms,7,EC+B+,,
85,109,194At,0.01,323,ms,7,A,100,
85,109,194At,0.01,323,ms,7,ECSF,0.8,
85,109,194At,0.01,323,ms,7,EC+B+,,
85,109,194At,0.01,323,ms,7,IT,,
85,106,191At,0,1.7,ms,+1.1-0.5,A,100,
85,107,192At,0+X,88,ms,6,A,100,
85,107,192At,0+X,88,ms,6,ECSF,0.5,
85,107,192At,0+X,11.5,ms,0.6,A,100,
85,107,192At,0+X,11.5,ms,0.6,ECSF,0.5,
85,119,204At,0,9.2,m,0.1,EC+B+,96.1,0.2
85,119,204At,0,9.2,m,0.1,A,3.9,0.2
85,119,204At,0.5872999999999999,108,ms,10,IT,100,
85,117,202At,0,184,s,1,EC+B+,88,7
85,117,202At,0,184,s,1,A,12,7
85,117,202At,0.19,182,s,2,EC+B+,91.4,1.1
85,117,202At,0.19,182,s,2,A,8.6,1.1
85,117,202At,0.59,0.46,s,0.05,IT,99.904,0.011
85,117,202At,0.59,0.46,s,0.05,A,0.096,0.011
85,118,203At,0,7.4,m,0.1,EC+B+,69,3
85,118,203At,0,7.4,m,0.1,A,31,3
85,115,200At,0,43,s,1,A,53,4
85,115,200At,0,43,s,1,EC+B+,47,4
85,115,200At,0.113,47,s,1,A,43,7
85,115,200At,0.113,47,s,1,EC+B+,57,7
85,115,200At,0.34400000000000003,6.4,s,0.5,A,10.5,0.3
85,115,200At,0.34400000000000003,6.4,s,0.5,IT,89.5,0.3
85,115,200At,0.34400000000000003,6.4,s,0.5,EC+B+,,
85,116,201At,0,85,s,2,A,71,7
85,116,201At,0,85,s,2,EC+B+,29,7
85,113,198At,0,4.47,s,0.1,A,90,10
85,113,198At,0,4.47,s,0.1,EC+B+,10,10
85,113,198At,0.265,1.22,s,0.05,A,84,16
85,113,198At,0.265,1.22,s,0.05,EC+B+,16,16
85,114,199At,0,6.97,s,0.13,A,92,
85,114,199At,0,6.97,s,0.13,EC+B+,8,
85,114,199At,0.244,273,ms,9,IT,99,
85,114,199At,0.244,273,ms,9,A,1,
85,111,196At,0,377,ms,4,A,97.5,0.3
85,111,196At,0,377,ms,4,EC+B+,2.5,0.3
85,111,196At,0,377,ms,4,ECSF,0.009,0.001
85,112,197At,0,388,ms,6,A,96.1,1.2
85,112,197At,0,388,ms,6,EC+B+,3.9,1.2
85,112,197At,0.052000000000000005,2,s,0.2,A,100,
85,112,197At,0.052000000000000005,2,s,0.2,EC+B+,,
85,112,197At,0.052000000000000005,2,s,0.2,IT,,
85,110,195At,0,309,ms,19,A,100,
85,110,195At,0.033,144,ms,3,A,88,4
85,110,195At,0.033,144,ms,3,IT,12,4
85,128,213At,0,124,ns,6,A,100,
85,129,214At,0,558,ns,10,A,100,
85,126,211At,0,7.216,h,0.006,A,41.78,0.08
85,126,211At,0,7.216,h,0.006,EC,58.22,0.08
85,127,212At,0,314,ms,2,A,100,
85,127,212At,0.22290000000000001,121,ms,2,A,99.5,0.5
85,127,212At,0.22290000000000001,121,ms,2,IT,0.5,0.5
85,124,209At,0,5.42,h,0.05,EC+B+,95.9,0.5
85,124,209At,0,5.42,h,0.05,A,4.1,0.5
85,125,210At,0,8.1,h,0.4,EC+B+,99.825,0.02
85,125,210At,0,8.1,h,0.4,A,0.175,0.02
85,122,207At,0,1.81,h,0.03,EC+B+,90,
85,122,207At,0,1.81,h,0.03,A,10,
85,123,208At,0,1.63,h,0.03,EC+B+,99.45,0.06
85,123,208At,0,1.63,h,0.03,A,0.55,0.06
85,120,205At,0,26.9,m,0.8,EC+B+,90,2
85,120,205At,0,26.9,m,0.8,A,10,2
85,121,206At,0,30.5,m,0.6,EC+B+,99.1,0.1
85,121,206At,0,30.5,m,0.6,A,0.9,0.1
85,130,215At,0,37,us,3,A,100,
85,139,224At,0,1.27,m,+2.3-0.38,B-,100,
85,137,222At,0,54,s,10,B-,100,
85,138,223At,0,50,s,7,B-,100,
85,135,220At,0,3.71,m,0.04,B-,92,2
85,135,220At,0,3.71,m,0.04,A,8,2
85,136,221At,0,2.3,m,0.2,B-,100,
85,133,218At,0,1.28,s,0.05,A,99.95,0.05
85,133,218At,0,1.28,s,0.05,B-,0.05,0.05
85,134,219At,0,56,s,3,A,93.6,1
85,134,219At,0,56,s,3,B-,6.4,1
85,131,216At,0,0.3,ms,0.03,A,100,
85,132,217At,0,32.6,ms,0.2,A,99.993,0.003
85,132,217At,0,32.6,ms,0.2,B-,0.007,0.003
85,140,225At,0,,,,B-,100,
85,141,226At,0,,,,B-,100,
85,144,229At,0,,,,B-,100,
85,144,229At,0,,,,B-N,,
85,142,227At,0,,,,B-,100,
85,142,227At,0,,,,B-N,,
85,143,228At,0,,,,B-,100,
85,143,228At,0,,,,B-N,,
86,128,214Rn,0,259,ns,3,A,100,
86,127,213Rn,0,19.38,ms,0.19,A,100,
86,129,215Rn,0,2.3,us,0.1,A,100,
86,124,210Rn,0,2.42,h,0.04,A,96,1
86,124,210Rn,0,2.42,h,0.04,EC+B+,4,1
86,123,209Rn,0,28.7,m,0.9,A,17,2
86,123,209Rn,0,28.7,m,0.9,EC+B+,83,2
86,126,212Rn,0,23.9,m,1.2,A,100,
86,125,211Rn,0,14.7,h,0.2,A,27.4,1.7
86,125,211Rn,0,14.7,h,0.2,EC,72.6,1.7
86,120,206Rn,0,6.29,m,0.2,A,62,3
86,120,206Rn,0,6.29,m,0.2,EC+B+,38,3
86,122,208Rn,0,24.28,m,0.16,A,62,7
86,122,208Rn,0,24.28,m,0.16,EC+B+,38,7
86,121,207Rn,0,9.25,m,0.17,A,21,3
86,121,207Rn,0,9.25,m,0.17,EC+B+,79,3
86,140,226Rn,0,7.4,m,0.1,B-,100,
86,139,225Rn,0,4.66,m,0.04,B-,100,
86,138,224Rn,0,114,m,6,B-,100,
86,135,221Rn,0,25.7,m,0.5,A,20,2
86,135,221Rn,0,25.7,m,0.5,B-,80,2
86,134,220Rn,0,55.6,s,0.1,A,100,
86,137,223Rn,0,24.3,m,1.0,B-,100,
86,136,222Rn,0,3.82146,d,0.00016,A,100,
86,131,217Rn,0,0.59,ms,0.06,A,100,
86,130,216Rn,0,29,us,4,A,100,
86,133,219Rn,0,3.96,s,0.01,A,100,
86,132,218Rn,0,33.75,ms,0.15,A,100,
86,145,231Rn,0,,,,B-,100,
86,142,228Rn,0,65,s,2,B-,100,
86,141,227Rn,0,20.8,s,0.7,B-,100,
86,144,230Rn,0,,,,B-,100,
86,143,229Rn,0,12,s,+1.2-1.3,B-,100,
86,109,195Rn,0,6,ms,+3-2,A,100,
86,109,195Rn,0.06,5,ms,+3-2,A,100,
86,108,194Rn,0,0.78,ms,0.16,A,100,
86,107,193Rn,0,1.15,ms,0.27,A,100,
86,117,203Rn,0,44,s,2,A,66,9
86,117,203Rn,0,44,s,2,EC+B+,34,9
86,117,203Rn,0.362,26.9,s,0.5,A,75,10
86,117,203Rn,0.362,26.9,s,0.5,EC+B+,25,10
86,116,202Rn,0,9.75,s,0.13,A,78,8
86,116,202Rn,0,9.75,s,0.13,EC+B+,22,8
86,119,205Rn,0,170,s,3,A,25,1
86,119,205Rn,0,170,s,3,EC+B+,75,1
86,118,204Rn,0,74,s,1,A,72,1
86,118,204Rn,0,74,s,1,EC+B+,28,1
86,113,199Rn,0,0.6,s,0.02,A,100,
86,113,199Rn,0.222,0.312,s,0.015,A,100,
86,112,198Rn,0,65,ms,2,A,90,10
86,112,198Rn,0,65,ms,2,EC+B+,10,10
86,115,201Rn,0,7,s,0.4,A,,
86,115,201Rn,0,7,s,0.4,EC+B+,,
86,115,201Rn,0.248,3.8,s,0.1,A,,
86,115,201Rn,0.248,3.8,s,0.1,EC+B+,,
86,114,200Rn,0,1.03,s,0.02,A,86,
86,114,200Rn,0,1.03,s,0.02,EC+B+,14,
86,111,197Rn,0,55,ms,+6-5,A,100,
86,110,196Rn,0,4.4,ms,+1.3-0.9,A,100,
86,110,196Rn,0,4.4,ms,+1.3-0.9,EC+B+,,
87,139,226Fr,0,49,s,1,B-,100,
87,138,225Fr,0,4,m,0.1,B-,100,
87,137,224Fr,0,3.33,m,0.1,B-,100,
87,132,219Fr,0,22,ms,4,A,100,
87,131,218Fr,0,1.1,ms,0.3,A,100,
87,130,217Fr,0,22,us,5,A,100,
87,136,223Fr,0,21.99,m,0.07,B-,99.994,
87,136,223Fr,0,21.99,m,0.07,A,0.006,
87,135,222Fr,0,14.2,m,0.3,B-,100,
87,134,221Fr,0,4.801,m,0.009,A,99.995,0.003
87,134,221Fr,0,4.801,m,0.009,B-,0.005,0.003
87,134,221Fr,0,4.801,m,0.009,14C,8.8e-11,1.1e-11
87,133,220Fr,0,27.4,s,0.3,A,99.65,0.05
87,133,220Fr,0,27.4,s,0.3,B-,0.35,0.05
87,129,216Fr,0,0.7,us,0.02,A,100,
87,128,215Fr,0,89,ns,5,A,100,
87,127,214Fr,0,5.5,ms,0.2,A,100,
87,126,213Fr,0,34.17,s,0.06,A,99.45,0.05
87,126,213Fr,0,34.17,s,0.06,EC+B+,0.55,0.05
87,121,208Fr,0,58.6,s,0.4,A,89,3
87,121,208Fr,0,58.6,s,0.4,EC+B+,11,3
87,120,207Fr,0,14.8,s,0.1,A,95,2
87,120,207Fr,0,14.8,s,0.1,EC+B+,5,2
87,125,212Fr,0,20.3,m,0.6,A,43,2
87,125,212Fr,0,20.3,m,0.6,EC+B+,57,2
87,124,211Fr,0,3.1,m,0.02,A,87,3
87,124,211Fr,0,3.1,m,0.02,EC,13,3
87,123,210Fr,0,3.18,m,0.06,A,71,4
87,123,210Fr,0,3.18,m,0.06,EC+B+,29,4
87,122,209Fr,0,50.5,s,0.7,A,89,3
87,122,209Fr,0,50.5,s,0.7,EC+B+,11,3
87,143,230Fr,0,19.1,s,0.5,B-,100,
87,142,229Fr,0,50.2,s,0.4,B-,100,
87,141,228Fr,0,38,s,1,B-,100,
87,140,227Fr,0,2.47,m,0.03,B-,100,
87,146,233Fr,0,0.9,s,0.1,B-,100,
87,146,233Fr,0,0.9,s,0.1,B-N,,
87,145,232Fr,0,5.5,s,0.6,B-,100,
87,144,231Fr,0,17.6,s,0.5,B-,100,
87,118,205Fr,0,3.9,s,0.07,A,98.5,0.4
87,118,205Fr,0,3.9,s,0.07,EC+B+,1.5,0.4
87,117,204Fr,0,1.8,s,0.3,A,92,2
87,117,204Fr,0,1.8,s,0.3,EC+B+,8,2
87,117,204Fr,0.041,2.2,s,0.2,A,90,2
87,117,204Fr,0.041,2.2,s,0.2,EC+B+,10,2
87,117,204Fr,0.316,1.65,s,0.15,A,66,10
87,117,204Fr,0.316,1.65,s,0.15,EC+B+,24,10
87,116,203Fr,0,550,ms,10,A,100,
87,116,203Fr,0.361,43,ms,4,IT,80,4
87,116,203Fr,0.361,43,ms,4,A,20,4
87,115,202Fr,0,364,ms,15,A,100,
87,115,202Fr,0.257,286,ms,13,A,100,
87,119,206Fr,0,&asymp;16,s,,A,88.4,3.3
87,119,206Fr,0,&asymp;16,s,,EC+B+,11.6,3.3
87,119,206Fr,0.2,&asymp;16,s,,A,84.7,1.5
87,119,206Fr,0.2,&asymp;16,s,,EC+B+,15.3,1.5
87,119,206Fr,0.73,0.7,s,0.1,IT,87,2
87,119,206Fr,0.73,0.7,s,0.1,A,13,2
87,110,197Fr,0,0.6,ms,+3.0-0.3,A,100,
87,114,201Fr,0,63,ms,3,A,100,
87,114,201Fr,0.13,27,ms,9,A,100,
87,113,200Fr,0,50,ms,2,A,100,
87,113,200Fr,0,50,ms,2,ECSF,1.4,
87,112,199Fr,0,4.5,ms,+3.1-1.3,A,100,
87,111,198Fr,0+X,15,ms,3,A,100,
87,111,198Fr,0+X,1.1,ms,0.7,A,100,
88,137,225Ra,0,14.8,d,0.2,B-,100,
88,136,224Ra,0,3.6313,d,0.0012,A,100,
88,136,224Ra,0,3.6313,d,0.0012,14C,4e-9,1e-9
88,139,227Ra,0,42.2,m,0.5,B-,100,
88,138,226Ra,0,1600,y,7,A,100,
88,138,226Ra,0,1600,y,7,14C,2.6e-9,6e-10
88,131,219Ra,0,9,ms,2,A,100,
88,130,218Ra,0,25.91,us,0.14,A,100,
88,133,221Ra,0,16,s,2,A,100,
88,133,221Ra,0,16,s,2,14C,1.2e-10,9e-11
88,132,220Ra,0,18,ms,2,A,100,
88,135,223Ra,0,11.4352,d,0.001,A,100,
88,135,223Ra,0,11.4352,d,0.001,14C,8.9e-8,4e-9
88,134,222Ra,0,33.6,s,0.4,A,100,
88,134,222Ra,0,33.6,s,0.4,14C,2.9e-8,6e-9
88,126,214Ra,0,2.438,s,0.016,A,99.94,0.004
88,126,214Ra,0,2.438,s,0.016,EC,0.06,0.004
88,125,213Ra,0,2.73,m,0.05,A,86,2
88,125,213Ra,0,2.73,m,0.05,EC+B+,14,2
88,128,216Ra,0,172,ns,7,A,100,
88,127,215Ra,0,1.68,ms,0.01,A,100,
88,129,217Ra,0,1.59,us,0.14,A,100,
88,120,208Ra,0,1.11,s,0.045,A,87,3
88,120,208Ra,0,1.11,s,0.045,EC+B+,13,3
88,122,210Ra,0,3.9,s,0.1,A,100,
88,121,209Ra,0,4.8,s,0.2,A,100,
88,124,212Ra,0,13,s,0.2,A,100,
88,123,211Ra,0,13,s,1,A,100,
88,140,228Ra,0,5.75,y,0.03,B-,100,
88,142,230Ra,0,93,m,2,B-,100,
88,141,229Ra,0,4,m,0.2,B-,100,
88,144,232Ra,0,4.2,m,0.8,B-,100,
88,143,231Ra,0,103.9,s,1.3,B-,100,
88,146,234Ra,0,30,s,10,B-,100,
88,145,233Ra,0,30,s,5,B-,100,
88,115,203Ra,0,31,ms,+17-9,A,100,
88,114,202Ra,0,3.8,ms,+1.6-1.1,A,100,
88,117,205Ra,0,215,ms,+42-35,A,100,
88,117,205Ra,0.263,170,ms,+60-40,A,100,
88,116,204Ra,0,58,ms,+9-8,A,100,
88,119,207Ra,0,1.4,s,0.2,A,86,
88,119,207Ra,0,1.4,s,0.2,EC+B+,14,
88,118,206Ra,0,240,ms,17,A,100,
88,113,201Ra,0,8,ms,+40-4,A,100,
88,113,201Ra,0.26,1.6,ms,+7.7-0.7,A,100,
89,119,208Ac,0,93,ms,+16-12,A,100,
89,118,207Ac,0,27,ms,+11-6,A,100,
89,117,206Ac,0,27,ms,8,A,100,
89,117,206Ac,0.2,33,ms,+22-9,A,100,
89,116,205Ac,0,7.7,ms,+2.7-1.6,A,100,
89,145,234Ac,0,44,s,7,B-,100,
